,name,year,rating,votes,certificate,plot,url,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
15917,Batman: Arkham Knight,2015,9.0,18.974,M,"With his back against the wall, Batman turns to his closest allies to help him save Gotham City from the clutches of Scarecrow and the Arkham Knight's army. A familiar face also returns to give The Dark Knight a message he cannot ignore.",https://www.imdb.com/title/tt3554580/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15918,Far Cry 6,2021,7.6,1.924,M,"As dictator of Yara, Anton Castillo is intent on restoring his nation back to its former glory by any means, with his son, Diego, following in his bloody footsteps.",https://www.imdb.com/title/tt12693278/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15919,Grand Theft Auto: Vice City,2002,9.2,26.398,M,"After being released from jail, Tommy Vercetti left Liberty City for Vice City, a city overrun by the mob. Now, Tommy is out to make Vice City his home.",https://www.imdb.com/title/tt0314123/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15920,Grand Theft Auto IV,2008,8.9,34.555,M,"Niko Bellic comes to Liberty City, America to live the good life, but ends up having to assist his dangerously indebted cousin Roman with his financial troubles, by any (mostly illegal) means necessary.",https://www.imdb.com/title/tt0802999/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15921,Batman: Arkham City,2011,9.4,30.765,T,"When part of Gotham is turned into a private reserve for criminals known as Arkham City, all hell is sure to break loose, and the Dark Knight is the only one who can stop it.",https://www.imdb.com/title/tt1568322/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15922,L.A. Noire,2011,8.7,15.45,M,"Cole Phelps, a war hero and rookie cop, moves up the ranks and solves dark cases in 1940s Los Angeles.",https://www.imdb.com/title/tt1764429/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15923,Batman: Arkham Asylum,2009,9.2,27.587,T,You control Batman as he fights to subdue The Joker and his fellow inmates when they seize control of the Asylum on Arkham Island.,https://www.imdb.com/title/tt1282022/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15924,As Dusk Falls,2022,8.4,254.0,M,As Dusk Falls is an original interactive drama from INTERIOR/NIGHT that explores the entangled lives of two families across thirty years. Starting in 1998 with a robbery-gone-wrong in small... See full summary »,https://www.imdb.com/title/tt19798900/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,True
15925,Mafia III,2016,7.0,4.065,M,"After the murder of his surrogate family at the hands of the Italian mafia, Vietnam War veteran Lincoln Clay seeks vengeance on those who took away the only thing that mattered to him.",https://www.imdb.com/title/tt4936406/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15926,Batman: Arkham Origins,2013,8.2,13.656,T,"Years before the Arkham incidents, the neophyte Dark Knight finds himself the target of an open murder contract courtesy of Black Mask that draws eight of the world's deadliest assassins and a new criminal named The Joker.",https://www.imdb.com/title/tt2842418/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15927,Mafia: Definitive Edition,2020,8.3,2.444,M,The game follows Thomas Angelo where his life as a hard-working taxi driver is forever changed after a fateful run-in with the Italian Mafia.,https://www.imdb.com/title/tt12354406/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15928,Mafia II,2010,8.5,10.356,M,"The chronicles of Vito Scalletta, a young Italian immigrant who joins the Italian mafia, but soon gets in over his head when illegal drug dealing and deception take place.",https://www.imdb.com/title/tt1181833/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15929,Watch Dogs 2,2016,7.6,3.868,M,"In San Francisco, hacker Marcus Holloway joins DedSec, to take down a corrupt system by fighting and hacking his way through the entire San Francisco Bay.",https://www.imdb.com/title/tt5788078/?ref_=adv_li_tt,True,False,False,True,False,False,True,False,False
15930,Hitman 3,2021,8.5,1.131,M,"Together with Diana Burnwood and Lucas Grey, Agent 47 must face off against The Constant and his mysterious colleagues to take down Providence once and for all.",https://www.imdb.com/title/tt12497188/?ref_=adv_li_tt,True,False,False,True,False,False,True,False,False
15931,Heavy Rain,2010,8.8,13.457,M,"As a child goes missing, his father tirelessly works to rescue him, while a journalist, an FBI agent, and a private detective try to identify his kidnapper known only as the ""Origami Killer"".",https://www.imdb.com/title/tt1606610/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15932,Grand Theft Auto III,2001,8.7,15.706,M,"A young bank robber escapes from police custody and works his way up through the mafia ladder of crime-ridden Liberty City, USA.",https://www.imdb.com/title/tt0277723/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15933,Sleeping Dogs,2012,8.3,6.908,M,"Asian-American cop Wei Shen goes undercover in Hong Kong to infiltrate a Triad organization. However, he is soon torn between his duty as a police officer and the organization he helped rise through the ranks.",https://www.imdb.com/title/tt2241982/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15934,The Godfather,2006,8.3,3.753,M,"Set in New York from 1945-1955, Players will join the Corleone family as ""soldiers"" and work their way up the ranks through loyalty, fear, and any number of illegal activities. The goal is to become Don of your own mafia family.",https://www.imdb.com/title/tt0442674/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15935,GTAV,2013,9.2,195.0,nan,Four very different criminals team up for a series of heists and walk into some of the most thrilling experiences in the corrupt city of Los Santos.,https://www.imdb.com/title/tt18560706/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15936,A Way Out,2018,8.0,2.849,M,"Prison inmates Vincent and Leo initially clash, but after Vincent helps Leo win a fight, they warm up to each other and decide to escape together.",https://www.imdb.com/title/tt8181422/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15937,Hitman,2016,8.1,2.769,M,"When Agent 47 joins the ICA to hunt down threats to mankind, he is also pulled into a game of Cat and Mouse against a mysterious organization that is determined to stop him. All the while he is being stalked by someone from his past.",https://www.imdb.com/title/tt2995858/?ref_=adv_li_tt,True,False,False,True,False,False,True,False,False
15938,Spider-Man 3,2007,6.4,3.4,T,"Spider-Man is back to save the city with his usual hero work, only this time he bonds with an alien substance known as symbiote which turns his hero days and personal life into something ugly.",https://www.imdb.com/title/tt0837564/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15939,Manhunt,2003,8.2,2.331,M,"Death-row inmate James Earl Cash awakens from his ""execution"" to discover that prison officials were bribed to fake his death and deliver him into the clutches of a snuff film ring that wants to use him as its newest star.",https://www.imdb.com/title/tt0386616/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,True
15940,Hitman: Absolution,2012,8.2,6.471,M,"After assassinating his former handler Diana, Agent 47 goes on a mission on her request to track down a young girl named Victoria. Meanwhile, his own employers hunt him. and arms manufacturer Blake Dexter pursues Victoria.",https://www.imdb.com/title/tt2071475/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15941,Payday 2,2013,7.4,1.524,M,"Dallas, Hoxton, Wolf and Chains are back, as they descend into Washington D.C. for an epic crime spree.",https://www.imdb.com/title/tt3024414/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15942,Far Cry New Dawn,2019,6.7,1.772,M,"Dive into a transformed vibrant post-apocalyptic Hope County, Montana, 17 years after a global nuclear catastrophe. Lead the fight against the Highwaymen, as they seek to take over the last remaining resources.",https://www.imdb.com/title/tt9395474/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15943,Mafia: The City of Lost Heaven,2002,9.2,5.895,M,You play a 1930s mobster as you act out your confession of your rise in the ranks of organized crime.,https://www.imdb.com/title/tt0338221/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15944,Hitman 2,2018,8.2,1.817,M,"Agent 47 embarks on a stealth mission to track down the elusive Shadow Client while learning the truth about his past. The spy thriller takes the assassin across international locations, from vibrant Miami to dangerous rainforests.",https://www.imdb.com/title/tt8525684/?ref_=adv_li_tt,True,False,False,True,False,False,True,False,False
15945,The Wolf Among Us,2013,8.9,7.151,M,"As Bigby Wolf, the big bad wolf in human form, you will discover that the brutal, bloody murder of a Fable is just a taste of things to come when another dead Fable is found which starts the hunt for a serial killer.",https://www.imdb.com/title/tt3186880/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15946,Battlefield: Hardline,2015,6.5,2.599,M,Criminals and police officers fighting for and against the law.,https://www.imdb.com/title/tt3767842/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15947,Spider-Man: The City That Never Sleeps,2018,8.2,804.0,nan,"Spider-Man falls headfirst into a crime wave led by the ruthless mob boss, Hammerhead.",https://www.imdb.com/title/tt12106604/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15948,Family Matters,2018,7.8,6.0,nan,No Plot,https://www.imdb.com/title/tt12255510/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
15949,Hitman: Blood Money,2006,8.8,5.489,M,"A larger, more powerful agency is systematically eliminating assassins in a series of hits, who are all from Agent 47's contract killing firm, The International Contract Agency (ICA).",https://www.imdb.com/title/tt0433390/?ref_=adv_li_tt,True,False,False,True,False,False,True,False,False
15950,Peaky Blinders: Mastermind,2020,7.6,51.0,nan,No Plot,https://www.imdb.com/title/tt15216644/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
15951,Grand Theft Auto: The Trilogy - The Definitive Edition,2021,3.7,483.0,M,"Grand Theft Auto: The Trilogy - The Definitive Edition will feature re-mastered editions of GTA III, as well as Grand Theft Auto: Vice City, and Grand Theft Auto: San Andreas.",https://www.imdb.com/title/tt15613288/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15952,Batman: Return to Arkham,2016,9.2,1.786,T,Batman: Return to Arkham thrusts players back into the environments of Arkham Asylum and Arkham City with a remastered graphics engine and all DLC.,https://www.imdb.com/title/tt5734258/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15953,Reservoir Dogs,2006,7.6,2.321,M,A video game adaptation of Quentin Tarantino's film Reservoir Dogs (1992).,https://www.imdb.com/title/tt0808446/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15954,Grand Theft Auto: Episodes from Liberty City,2009,8.4,903.0,M,"Expansion pack for Grand Theft Auto IV (2008) that adds extra missions, areas, weapons, characters, and more to the original game, as well as a new storyline for Alderney biker Johnny Klebitz and Dominican nightclub bodyguard Luis Fernando Lopez.",https://www.imdb.com/title/tt7369734/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15955,CSI: NY,2008,6.7,157.0,nan,"For the first time in the CSI video game series, the game lets you play to play as the two core characters of the show, hardened detective Mac Taylor (Gary Sinise) and intelligent gumshoe Stella Bonasera (Melina Kanakaredes).",https://www.imdb.com/title/tt1325001/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15956,NCIS,2011,6.6,95.0,T,"Experience four original NCIS episodes created with the writers of the show, and travel across the USA and around the world to solve complex murder, espionage and terrorist cases as your favorite characters from the hit TV drama.",https://www.imdb.com/title/tt1869580/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15957,Indigo Prophecy,2005,8.4,3.055,M,A man is forced to go on the run after he unwillingly becomes involved in a series of supernatural crimes that have haunted New York City.,https://www.imdb.com/title/tt0476990/?ref_=adv_li_tt,True,False,False,True,False,True,False,False,False
15958,Silent Hill: Downpour,2011,7.2,1.113,nan,"Murphy Pendleton, a convict stranded in the foggy, malevolent world of Silent Hill finds himself lost and alone in the woods on the outskirts of the fabled town when his prison transport bus crashes.",https://www.imdb.com/title/tt1885369/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15959,Murdered: Soul Suspect,2014,7.0,1.208,M,"A detective, murdered by a serial killer, returns as a ghost and must combine his investigative skills with powerful supernatural abilities to uncover the shocking link between his own death and a series of killings terrifying the town of Salem.",https://www.imdb.com/title/tt3004030/?ref_=adv_li_tt,False,False,False,True,False,True,False,False,False
15960,Duskwood,2019,9.3,11.0,nan,Found phone mystery thriller in which the player is trying to crack a kidnapping case with the help of a hacker. Tune in as drama unfolds.,https://www.imdb.com/title/tt20895890/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
15961,Saw,2009,6.8,818.0,M,"Jigsaw has killed your partner and destroyed your life. Now he has trapped you in an abandoned insane asylum that he alone controls. If you can defeat his brutal traps and survive, you may just discover the truth behind what drives this twisted serial killer.",https://www.imdb.com/title/tt1144553/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15962,Narcos: Rise of the Cartels,2019,8.4,13.0,nan,"Narcos: Rise of the Cartels is a brutal turn-based action strategy game based on the hit Netflix TV series. Join the narcos and expand the drug cartel empire, or take up arms with the DEA and bring it crumbling down",https://www.imdb.com/title/tt15014834/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
15963,Hidden Agenda,2017,6.9,376.0,M,Players work together to make choices in an effort to help cop Becky Marney solve the series of murders committed by the heinous Trapper killer.,https://www.imdb.com/title/tt7025948/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15964,Deadly Premonition,2010,8.1,488.0,M,"Eccentric FBI agent Francis York Morgan has been called in to investigate the ritualistic murder of Anna Graham in the small town of Greenvale. With every clue he finds, the surreal mystery deepens.",https://www.imdb.com/title/tt2076834/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15965,Batman: Arkham City - Catwoman,2011,8.2,307.0,T,"While Batman battles crime in Arkham City, you can also play as Catwoman in 4 chapters including villains like Poison Ivy and Two-Face and finding out a way to steal items from TYGER Command leaded by Hugo Strange.",https://www.imdb.com/title/tt9734602/?ref_=adv_li_tt,True,False,False,True,False,False,False,True,False
15966,Batman: Arkham Underworld,2016,6.5,137.0,nan,Batman Arkham Underworld was a mobile game available on android and IOS where you can play as the most wanted Gotham city criminals ever known in order to successfully accomplish high staking heists without failing any part of the scheme.,https://www.imdb.com/title/tt5913906/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15967,Driver: Parallel Lines,2006,7.2,397.0,M,An 18 year old driver in New York City 1978 is set up and sent to prison for 28 years by his partners. Now in 2006 he must get back at the ones who brought him down.,https://www.imdb.com/title/tt0795374/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,True
15968,Police Quest: Open Season,1993,7.1,73.0,T,"Police procedural crime thriller point and click semi-FMV adventure game. What starts off as a random gang-related cop-killing, turns into manhunt for a vicious serial killer.",https://www.imdb.com/title/tt0289401/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,True
15969,Sherlock: The Network,2014,8.8,104.0,nan,No Plot,https://www.imdb.com/title/tt11466330/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
15970,Assassin's Creed: Syndicate - Jack the Ripper,2015,7.5,410.0,M,"20 years after the events of Assassin's Creed Syndicate, 'Jack the Ripper' has embarked on a brutal reign of terror that shocks London to its core and threatens the very existence of the Brotherhood of Assassins.",https://www.imdb.com/title/tt5513146/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15971,CSI: Crime Scene Investigation,2003,7.0,233.0,M,You play a rookie who investigates crimes alongside Gill Grissom and the rest of his CSI team.,https://www.imdb.com/title/tt0361424/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15972,Welcome to the Game II,2018,7.3,26.0,nan,Play as an investigative reporter trying to solve a case of a mysterious woman broadcasting for help as masked men are on the hunt to kill her.,https://www.imdb.com/title/tt8463422/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,True
15973,Her Story,2015,7.6,387.0,nan,"You're shown VHS recordings of a police interrogation. Who is the woman that's being questioned, is she guilty and what is her crime?",https://www.imdb.com/title/tt5438010/?ref_=adv_li_tt,False,True,False,True,False,False,True,False,False
15974,Saints Row: Undercover,2009,5.2,7.0,nan,"An unreleased Saints Row game, originally for PSP, is now released for the public.",https://www.imdb.com/title/tt9178896/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
15975,The House of the Dead: Overkill,2009,7.6,220.0,M,"Special Agent G is given his first assignment fresh out of the AMS academy. Teamed up with hard-boiled Detective Washington, they are sent to investigate stories of mysterious ... See full summary »",https://www.imdb.com/title/tt1598621/?ref_=adv_li_tt,True,False,True,True,False,False,False,False,False
15976,Saw II: Flesh & Blood,2010,6.4,200.0,M,"Saw II: Flesh & Blood picks up right after Saw and is set between the first and second films. It features David Tapp's son, Michael, as the new protagonist as he searches for clues behind ... See full summary »",https://www.imdb.com/title/tt1677012/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15977,Twisted Metal III,1998,6.5,275.0,T,Third installment in the Twisted Metal series in which various drivers in modified vehicles must destroy the other vehicles in an attempt to be the last one alive. The game takes place in the year 2008.,https://www.imdb.com/title/tt0376282/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15979,Professor Layton vs. Phoenix Wright: Ace Attorney,2012,7.7,112.0,T,Professor Hershel Layton and his helper Luke Triton find themselves with Phoenix Wright and his friend Maya Fey in a world separate from both of theirs. In a strange medieval city known as ... See full summary »,https://www.imdb.com/title/tt1859525/?ref_=adv_li_tt,False,True,False,True,False,False,False,False,False
15980,Hill Street Blues,1991,8.7,19.0,nan,Based on the 1980s TV-series of the same name the game puts you in the role of Captain Furillo of the Hill Street Police Department. Your task is to keep crime away from the streets of your... See full summary »,https://www.imdb.com/title/tt6099600/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
15981,This Is the Police II,2018,7.1,36.0,M,"Grim adventure/strategy game about Jack Boyd, a disgraced ex police chief who teams up with the new idealistic female sheriff of a small snowy town where he's hiding to fix everything - only to end up on an even darker path than before.",https://www.imdb.com/title/tt9219948/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
15982,Deadly Premonition 2: A Blessing in Disguise,2020,6.5,51.0,M,"Deadly Premonition 2: A Blessing in Disguise is a sequel to Deadly Premonition that takes place in present-day Boston. Through unique storytelling, venture back in time to Le Carré and ... See full summary »",https://www.imdb.com/title/tt12622468/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15983,Batman Forever: The Arcade Game,1996,5.9,152.0,K-A,"Batman and Robin battle against The Riddler, Two-Face and an army of their thugs; based on 'Batman Forever (1995)'.",https://www.imdb.com/title/tt0290454/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15984,Rocky,2002,7.5,70.0,T,"Take on the role of Rocky Balboa on his journey from a club fighter, facing opponents like Spider Rico, until his championship bout against Apollo Creed and beyond.",https://www.imdb.com/title/tt1896806/?ref_=adv_li_tt,True,False,False,True,False,False,False,False,False
15985,Scrutinized,2020,7.0,8.0,TV-MA,"Work to expose the numerous criminal degenerates that plague your quiet town, Use citizen reports, police records and more to determine who's the threat, all while avoiding the killers trying to infiltrate your home.",https://www.imdb.com/title/tt12956092/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,True
15986,This Is the Police,2016,6.7,108.0,M,"Neo-Noir adventure/strategy game about the disillusioned hardboiled police chief Jack Boyd who is forced to deal with the untouchable criminals who run his city in order to stay alive and get $500,000 when he retires in 180 days.",https://www.imdb.com/title/tt9090352/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
15987,Still Life,2005,8.0,348.0,M,A young FBI agent is on the trail of a brutal serial killer. She discovers that her grandfather worked on a very similar case in Central Europe more than half a century earlier.,https://www.imdb.com/title/tt0476701/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15988,Heavy Rain: Chronicle One - The Taxidermist,2010,7.8,209.0,M,"Set two years before the events in ""Heavy Rain"", journalist Madison Paige investigates the home of a shady taxidermist who is suspected to be the Origami Killer.",https://www.imdb.com/title/tt1824991/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,True
15990,CSI: Crime Scene Investigation - Dark Motives,2004,6.9,254.0,nan,You play a neophyte member of the Las Vegas CSI team scientifically investigating more mysteries.,https://www.imdb.com/title/tt0405814/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15991,CSI: Crime Scene Investigation - Hard Evidence,2007,7.1,175.0,M,"The game continues the crime-solving experience of Ubisoft's CSI video game series. Players join Gil Grissom, Catherine Willows and the rest of the Las Vegas cast to help solve crimes using realistic techniques and lab equipment.",https://www.imdb.com/title/tt0934397/?ref_=adv_li_tt,False,False,False,True,True,False,True,False,False
15992,The Last Express,1997,8.8,253.0,T,"1914: Innocent fugitive Robert Cath boards the Orient Express three days before the outbreak of WW1 and must stay alive until ""the end of the line"".",https://www.imdb.com/title/tt0119498/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15993,Persona Q2: New Cinema Labyrinth,2018,8.2,34.0,M,"During one of their explorations at Mementos, the Phantom Thieves of Hearts end up in a mysterious movie theater and need to help a quiet girl named Hikari by changing the endings of the ... See full summary »",https://www.imdb.com/title/tt8597034/?ref_=adv_li_tt,False,True,False,True,True,False,False,False,False
15994,The Lost Files of Sherlock Holmes,1992,7.1,10.0,nan,"London, 1888. Sherlock Holmes, the world's most famous private investigator, and his faithful companion Dr. Watson are called to the scene of a gruesome crime: a young actress has been ... See full summary »",https://www.imdb.com/title/tt10539134/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
15995,Need for Speed II,1997,7.5,945.0,E,Need for Speed II allows players to race exotic cars again in multiple gameplay modes. The sequel features customizable car paint and car components.,https://www.imdb.com/title/tt1192088/?ref_=adv_li_tt,True,True,False,True,False,False,False,False,False
15996,Overboard!,2021,7.8,6.0,nan,Get away with murder. Highly replayable detective game where you're the one whodunnit.,https://www.imdb.com/title/tt14773300/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
15997,CSI: Crime Scene Investigation - Deadly Intent,2009,6.4,80.0,M,"The game is an all-new immersive experience thanks to intriguing cases written with CSI show writers, a new rendering engine allowing for more realistic graphics, improved lighting effects,... See full summary »",https://www.imdb.com/title/tt1510910/?ref_=adv_li_tt,False,False,False,True,True,False,True,False,False
15998,Law & Order: Dead on the Money,2002,7.2,32.0,nan,No Plot,https://www.imdb.com/title/tt0363760/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
16000,CSI: 3 Dimensions of Murder,2006,7.4,110.0,M,"Players work alongside Gil Grissom, Catherine Willows and the rest of the original Las Vegas cast to help solve intense cases and investigate crimes using cutting-edge techniques and real-world forensic equipment.",https://www.imdb.com/title/tt0804454/?ref_=adv_li_tt,False,False,False,True,True,False,True,False,False
16002,Runaway: A Twist of Fate,2009,7.8,45.0,nan,"Begins in the cemetery where Brian's funeral is celebrated. Gina is devastated by her loss. After the funeral is over, Gina receives a message from Brian, who says he was trapped in the grave.",https://www.imdb.com/title/tt2235711/?ref_=adv_li_tt,False,True,False,True,False,False,True,False,False
16003,Where in the World Is Carmen Sandiego,1998,8.4,48.0,nan,"In this classic pc compatible game, you would help track down Carmen Sandiego's henchmen using geographical clues with the eventual hope if catching the infamous Carmen Sandiego.",https://www.imdb.com/title/tt0862910/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
16004,The Silver Case,1999,7.0,20.0,M,"Within a city called the 24 Districts, a series of bizarre murders occurs, prompting the 24 Districts Police Department to send two detectives from their High-degree Murder Division to ... See full summary »",https://www.imdb.com/title/tt8375994/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
16005,The Godfather II: Crime Rings,2008,7.8,39.0,nan,Plot against enemy families in order to build your own mob empire.,https://www.imdb.com/title/tt1471341/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
16006,Police Quest: SWAT,1995,7.0,14.0,T,"Former LAPD Chief Daryl F. Gates, who created the first SWAT units, brings unique authenticity to this entry in the Police Quest series. Train, join SWAT and prove your skills and common sense in realistic crime scenarios.",https://www.imdb.com/title/tt5463140/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,True
16008,Law & Order: Legacies,2011,6.6,23.0,nan,"Playing various characters of the classic TV franchise, you investigate and prosecute various crimes and their perpetrators in New York City.",https://www.imdb.com/title/tt2151717/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
16010,Law & Order II: Double or Nothing,2003,5.3,28.0,T,You play a police detective investigating the murder of a noted geneticist and then work the resulting trial.,https://www.imdb.com/title/tt0386589/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
16011,Party Hard 2,2018,7.6,7.0,M,"It's 3am and you just want to get some sleep. Welcome back to Party Hard. Stop parties using hundreds of new ways, incidentally destroy a drug syndicate, and save the Earth from an alien invasion. May the chickens be with you.",https://www.imdb.com/title/tt12819624/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,True
16012,Still Life 2,2009,5.6,137.0,M,"In 2008, FBI agent Victoria McPherson finds herself in a confusing case while she has to fight against dark memories from her former case in 2004.",https://www.imdb.com/title/tt1493214/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
16014,Police Quest: In Pursuit of the Death Angel,1987,8.1,105.0,nan,"You control a regular police officer patrolling the city of Lytton, California who must perform his duties strictly by the book.",https://www.imdb.com/title/tt0289399/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
16015,Where in the U.S.A. Is Carmen Sandiego?,1996,7.4,23.0,nan,"Live action game show where contestants/teams had to track Carmen San Diego, mirroring the single player at home PC game from the 1990's. The final round saw teams answering clues about ... See full summary »",https://www.imdb.com/title/tt0880499/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
16017,Psycho-Pass: Mandatory Happiness,2015,5.9,29.0,T,No Plot,https://www.imdb.com/title/tt6394194/?ref_=adv_li_tt,False,False,False,True,False,False,False,True,False
16018,2Dark,2017,7.0,8.0,nan,A former detective named Mr. Smith travels to the town of Gloomywood to solve a mystery involving disappearing children.,https://www.imdb.com/title/tt11212162/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,False
16019,Post Mortem,2002,6.9,115.0,M,"Gustave MacPherson, a retired detective living in Paris, is hired by Sophia Blake to solve the murder of her sister and brother in law.",https://www.imdb.com/title/tt0492480/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
16022,Lamplight City,2018,6.0,95.0,nan,Police detective turned private investigator Miles Fordham is haunted by the voice of his dead partner. He must solve cases and track down the man responsible for his partner's death.,https://www.imdb.com/title/tt9010236/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
16023,Police Quest III: The Kindred,1991,7.5,70.0,nan,"You control a police officer patrolling Lytton, California while dealing with a difficult rookie partner even as a sinister cult is threatening the community.",https://www.imdb.com/title/tt0289398/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,True
16024,Hotel Dusk: Room 215,2007,8.2,81.0,T,"The game takes place on December 28 and 29, 1979. Kyle Hyde, a former N.Y.P.D detective searching for his partner Brian Bradley, now a traveling salesman arrives at Hotel Dusk to find some ... See full summary »",https://www.imdb.com/title/tt2080417/?ref_=adv_li_tt,False,False,False,True,False,False,True,False,False
16027,Party Hard,2015,7.5,82.0,M,Video game where the player must stop their neighbors rowdy party by any means of violence necessary.,https://www.imdb.com/title/tt5202550/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,True
16029,Where in the World Is Carmen Sandiego?,1985,7.3,70.0,nan,You play a detective of the ACME Detective Agency chasing a notorious thief around the world as you learn about geography.,https://www.imdb.com/title/tt0379015/?ref_=adv_li_tt,False,False,False,True,True,False,True,False,False
16031,Famicom Detective Club: The Missing Heir,2021,7.0,12.0,T,"The mystery begins when a man named Amachi discovers your unconscious body on a cliff in the Japanese countryside. Clouded with amnesia, you learn that you are a detective and must return ... See full summary »",https://www.imdb.com/title/tt10931414/?ref_=adv_li_tt,False,True,False,True,False,False,True,False,False
16032,Art of Murder: Cards of Destiny,2010,7.8,22.0,nan,Nicole Bonnet receives a mysterious package with a logical puzzle that appears to be a message from a serial killer. This is just the beginning of an epic duel of minds between Nicole and the ruthless murderer.,https://www.imdb.com/title/tt5956824/?ref_=adv_li_tt,False,False,False,True,False,False,False,True,False
16033,Lucius II,2015,5.0,17.0,nan,Lucius II: The Prophecy is a 2015 psychological horror stealth video game developed by Shiver Games. The game takes place following the events of the first game and sees Lucius exploring ... See full summary »,https://www.imdb.com/title/tt11569760/?ref_=adv_li_tt,False,False,False,True,False,False,False,False,True
